15	27	125.218
15	28	125.829
15	29	126.442
15	30	127.056
15	31	127.67
15	32	0
15	33	0
15	34	0

16	0	0
16	1	0
16	2	200
16	3	160.476
16	4	141.899
16	5	131.748
16	6	125.518
16	7	121.364
16	8	118.432
16	9	116.282
16	10	114.67
16	11	113.448
16	12	112.522
16	13	111.829
16	14	111.325
16	15	110.977
16	16	110.761
16	17	110.654
16	18	110.64
16	19	110.703
16	20	110.829
16	21	111.005
16	22	111.22
16	23	111.466
16	24	111.733
16	25	112.017
16	26	112.311
16	27	112.611
16	28	112.915
16	29	113.221
16	30	113.528
16	31	113.835
16	32	114.142
16	33	0
16	34	0

17	0	0
17	1	200
17	2	100
17	3	100
17	4	100
17	5	100
17	6	100
17	7	100
17	8	100
17	9	100
17	10	100
17	11	100
17	12	100
17	13	100
17	14	100
17	15	100
17	16	100
17	17	100
17	18	100
17	19	100
17	20	100
17	21	100
17	22	100
17	23	100
17	24	100
17	25	100
17	26	100
17	27	100
17	28	100
17	29	100
17	30	100
17	31	100
17	32	100
17	33	100
17	34	0

18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	0
18	10	0
18	11	0
18	12	0
18	13	0
18	14	0
18	15	0
18	16	0
18	17	0
18	18	0
18	19	0
18	20	0
18	21	0
18	22	0
18	23	0
18	24	0
18	25	0
18	26	0
18	27	0
18	28	0
18	29	0
18	30	0
18	31	0
18	32	0
18	33	0
18	34	0

